Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
AXISBANK,EQ,07-Jul-16,539.7,539.2,545.9,535.3,540.6,542.25,542.97,4650991,2525335223,76227,1941992,41.75
AXISBANK,EQ,08-Jul-16,542.25,541,548.5,540,545.4,546.45,544.07,6016471,3273387936,62595,3385666,56.27
AXISBANK,EQ,11-Jul-16,546.45,551.65,553,541.55,544.2,544.4,546.91,6082359,3326479242,76515,3753944,61.72
AXISBANK,EQ,12-Jul-16,544.4,550,562.1,549.15,560,561,555.93,6541827,3636780972,107902,2787643,42.61
AXISBANK,EQ,13-Jul-16,561,563.7,563.7,551.1,554.6,556.85,556.7,6365885,3543891893,84162,3384104,53.16
AXISBANK,EQ,14-Jul-16,556.85,555.75,561.7,553.6,560,560.25,558.89,4020476,2247016934,59328,1957525,48.69
AXISBANK,EQ,15-Jul-16,560.25,556.15,570.45,556,565.25,565.05,565.15,6247207,3530585077,106394,2860218,45.78
AXISBANK,EQ,18-Jul-16,565.05,570,576.8,569,569.95,571,572.94,6641864,3805365211,112189,3709873,55.86
AXISBANK,EQ,19-Jul-16,571,570.7,573.85,563.85,566,565.45,567.67,5547223,3148983011,90367,3208351,57.84
AXISBANK,EQ,20-Jul-16,565.45,563.3,567.85,555.85,556,558.25,561.02,5258296,2950004826,75390,2853272,54.26
AXISBANK,EQ,21-Jul-16,558.25,557.9,557.9,535.55,536.95,538.05,545.29,9416152,5134576732,165899,5205475,55.28
AXISBANK,EQ,22-Jul-16,538.05,537.95,545.3,532.9,537,537.7,538.93,8134377,4383861361,105607,3525953,43.35
AXISBANK,EQ,25-Jul-16,537.7,518.5,540,518.5,539.7,538.1,531.34,15701682,8342933918,256884,6654702,42.38
AXISBANK,EQ,26-Jul-16,538.1,539.7,559.2,535.45,552,553.8,549.99,11437473,6290442228,142242,5499494,48.08
AXISBANK,EQ,27-Jul-16,553.8,553.85,558.1,543.45,548.05,548.85,548.44,7787071,4270774079,111123,3652332,46.9
AXISBANK,EQ,28-Jul-16,548.85,548.1,553.35,538.05,545.55,543.85,543.65,12174235,6618579672,89784,7987558,65.61
AXISBANK,EQ,29-Jul-16,543.85,542.5,551.8,542.5,545.75,546.15,547.29,4861274,2660515521,55084,2646699,54.44
AXISBANK,EQ,01-Aug-16,546.15,546.25,557.7,546.25,550.55,550.55,552.1,7026398,3879245875,125880,3792554,53.98
AXISBANK,EQ,02-Aug-16,550.55,552,555.6,547.1,551,549.65,551.56,5749264,3171066761,73102,3331716,57.95
AXISBANK,EQ,03-Aug-16,549.65,549.65,552.95,540.85,549.15,549.35,547.14,6489800,3550804183,71428,3345992,51.56
AXISBANK,EQ,04-Aug-16,549.35,551.9,556,544.65,548.6,547.5,549.66,5769753,3171386017,65323,3188657,55.27
AXISBANK,EQ,05-Aug-16,547.5,552.4,569,550.55,564.55,567.25,563.02,8030392,4521287968,123814,4105390,51.12
AXISBANK,EQ,08-Aug-16,567.25,568.45,572.4,565.25,570.35,571.15,569.28,7360104,4189927166,101992,5027303,68.3
AXISBANK,EQ,09-Aug-16,571.15,570.5,576,566.7,574.3,574.1,572.15,7958291,4553334398,90178,4999156,62.82
AXISBANK,EQ,10-Aug-16,574.1,574.05,575.3,563,568,567.9,567.03,6611328,3748845881,86043,4349420,65.79
AXISBANK,EQ,11-Aug-16,567.9,564.25,574.9,564.25,570.55,569.75,570.59,5098948,2909433054,68998,2587132,50.74
AXISBANK,EQ,12-Aug-16,569.75,569.85,593.2,569.8,589.55,591,585.35,13209690,7732254643,140160,9428084,71.37
AXISBANK,EQ,16-Aug-16,591,593.95,593.95,580,582.95,583.3,584.9,11126973,6508195251,147521,7738398,69.55
AXISBANK,EQ,17-Aug-16,583.3,588.2,598,585.2,588.55,589.5,592.06,9879769,5849442448,182788,6375172,64.53
AXISBANK,EQ,18-Aug-16,589.5,591.1,597.3,590.8,593.95,593.15,594.62,12089285,7188477392,115582,9070765,75.03
AXISBANK,EQ,19-Aug-16,593.15,595.4,597.6,586.1,588,588.55,590.84,9209878,5441563277,118681,6638031,72.08
AXISBANK,EQ,22-Aug-16,588.55,589.9,589.95,579.4,581.6,580.25,582.66,9499230,5534822281,184168,7175674,75.54
AXISBANK,EQ,23-Aug-16,580.25,581.25,585,580.1,582.9,582.5,582.64,6963978,4057465458,102503,5364769,77.04
AXISBANK,EQ,24-Aug-16,582.5,584.85,584.85,578.65,584,583.4,581.79,5835501,3395017179,74725,3834141,65.7
AXISBANK,EQ,25-Aug-16,583.4,586.8,594,585,586,586.55,588.73,17177795,10113038461,188147,12892965,75.06
AXISBANK,EQ,26-Aug-16,586.55,586.5,589,580.3,586.75,586.4,584.69,7531289,4403497234,125856,5547570,73.66
AXISBANK,EQ,29-Aug-16,586.4,586.4,597,586,590.1,589.15,591.52,12461059,7370947209,176953,9431696,75.69
AXISBANK,EQ,30-Aug-16,589.15,592,599.25,588.55,591.55,591.15,593.14,11834475,7019453147,152837,8467211,71.55
AXISBANK,EQ,31-Aug-16,591.15,591.5,603.85,580.7,595.85,596.85,595.61,120541914,71795503633,366475,94901165,78.73
AXISBANK,EQ,01-Sep-16,596.85,597.05,603,592,597.5,596.65,597.21,10204784,6094355518,140305,5627207,55.14
AXISBANK,EQ,02-Sep-16,596.65,597.7,602,594.25,599.25,599.2,597.89,7279782,4352512521,158108,4828241,66.32
AXISBANK,EQ,06-Sep-16,599.2,602.5,637.8,602.5,636.8,635.9,624,15252302,9517399703,214315,7683818,50.38
AXISBANK,EQ,07-Sep-16,635.9,637.75,638.3,622.5,626.15,625.1,630.49,11869960,7483868903,138531,7541891,63.54
AXISBANK,EQ,08-Sep-16,625.1,626,634,619.75,628.9,629.35,626.25,8039571,5034758001,146856,4395944,54.68
AXISBANK,EQ,09-Sep-16,629.35,615.1,624.7,611.7,613.55,613.1,617.34,9795054,6046873329,118963,6237062,63.68
AXISBANK,EQ,12-Sep-16,613.1,597.8,601.85,588.4,594.5,592.1,592.9,8471237,5022556833,114963,5120447,60.45
AXISBANK,EQ,14-Sep-16,592.1,593,604.65,590.45,603.65,601.8,597.95,5915220,3536989444,112520,3111294,52.6
AXISBANK,EQ,15-Sep-16,601.8,601.05,603,583.3,590,588.75,589.07,7145326,4209128433,89350,3939813,55.14
AXISBANK,EQ,16-Sep-16,588.75,592.25,612.4,592.25,599.95,602.2,602.69,19309804,11637731902,145696,12178189,63.07
AXISBANK,EQ,19-Sep-16,602.2,603,606,592.85,595,594.35,597.67,5311980,3174808827,85817,2764705,52.05
AXISBANK,EQ,20-Sep-16,594.35,598.8,599,589.15,594.5,592.95,592.48,4538973,2689266621,80000,2263922,49.88
AXISBANK,EQ,21-Sep-16,592.95,596.5,600.35,594.5,599,598.9,597.97,5480087,3276911880,89714,2935190,53.56
AXISBANK,EQ,22-Sep-16,598.9,610,612,590,590.1,591.8,597.41,10205715,6096960181,108120,5206315,51.01
AXISBANK,EQ,23-Sep-16,591.8,595.6,596.1,555.7,556.45,557.45,567.55,30222177,17152564656,307475,18776848,62.13
AXISBANK,EQ,26-Sep-16,557.45,559.1,560,545.3,547,547.4,551,14880674,8199311506,186630,8199582,55.1
AXISBANK,EQ,27-Sep-16,547.4,551,554.25,538.7,543.2,541,547.15,9085199,4970984210,132412,4658721,51.28
AXISBANK,EQ,28-Sep-16,541,543.15,550.65,540.5,549.3,549.1,546.9,10240083,5600328617,160273,4698315,45.88
AXISBANK,EQ,29-Sep-16,549.1,554.45,554.85,523.45,541,539.3,539.11,16581655,8939291935,151205,7354389,44.35
AXISBANK,EQ,30-Sep-16,539.3,535,547.15,530.6,543,541.35,540.33,5781645,3123983823,85637,1962157,33.94
